judge_model,topic,model_a,model_b,swapped,first_model,second_model,first_arg_length_words,second_arg_length_words,response_time_sec,confidence,raw_response,winner_model
llama,The use of public defenders should be mandatory,allam,qwen,True,qwen,allam,48,72,0.1957390308380127,4.0,"Winner: Argument 1
Confidence: 4",qwen
qwen,The use of public defenders should be mandatory,allam,qwen,True,qwen,allam,48,72,0.5402534008026123,5.0,"Winner: Neither
Confidence: 5",NEITHER
allam,The use of public defenders should be mandatory,allam,qwen,True,qwen,allam,48,72,0.6218891143798828,5.0,"Winner: Argument 1
Confidence: 5",qwen
llama,The use of public defenders should be mandatory,llama,qwen,True,qwen,llama,48,76,0.5171067714691162,5.0,"Winner: Argument 2
Confidence: 5",llama
qwen,The use of public defenders should be mandatory,llama,qwen,True,qwen,llama,48,76,0.23162603378295898,4.0,"Winner: Argument 2
Confidence: 4",llama
allam,The use of public defenders should be mandatory,llama,qwen,True,qwen,llama,48,76,0.5484962463378906,4.0,"Winner: Argument 1, Argument 2, Neither (confidence: 4)

Both Argument 1 and Argument 2 strongly support the idea of making public defenders mandatory. They both emphasize the importance of",NEITHER
llama,We should subsidize journalism,allam,llama,True,llama,allam,84,60,0.6761481761932373,5.0,"Winner: Argument 1
Confidence: 5",llama
qwen,We should subsidize journalism,allam,llama,True,llama,allam,84,60,0.4138500690460205,4.0,"Winner: Argument 1
Confidence: 4",llama
allam,We should subsidize journalism,allam,llama,True,llama,allam,84,60,0.6237850189208984,4.0,"Winner: Argument 1
Confidence: 4",llama
llama,We should subsidize journalism,allam,qwen,True,qwen,allam,43,60,0.5205681324005127,5.0,"Winner: Argument 1
Confidence: 5",qwen
qwen,We should subsidize journalism,allam,qwen,True,qwen,allam,43,60,0.14690828323364258,3.0,"Winner: Argument 2
Confidence: 3",allam
allam,We should subsidize journalism,allam,qwen,True,qwen,allam,43,60,0.3764770030975342,4.0,"Winner: Argument 1
Confidence: 4",qwen
llama,We should subsidize journalism,llama,qwen,False,llama,qwen,84,43,0.24054288864135742,4.0,"Winner: Argument 1
Confidence: 4",llama
qwen,We should subsidize journalism,llama,qwen,False,llama,qwen,84,43,0.1589980125427246,4.0,"Winner: Argument 1
Confidence: 4",llama
allam,We should subsidize journalism,llama,qwen,False,llama,qwen,84,43,0.48597288131713867,5.0,"Winner: Argument 1
Confidence: 5",llama
llama,We should abandon marriage,allam,llama,True,llama,allam,78,93,0.2240581512451172,4.0,"Winner: Argument 1
Confidence: 4",llama
qwen,We should abandon marriage,allam,llama,True,llama,allam,78,93,0.22483587265014648,5.0,"Winner: Neither
Confidence: 5",NEITHER
allam,We should abandon marriage,allam,llama,True,llama,allam,78,93,0.34699392318725586,4.0,"Winner: Argument 2
Confidence: 4",allam
llama,We should abandon marriage,allam,qwen,False,allam,qwen,93,47,0.10632681846618652,4.0,"Winner: Argument 1
Confidence: 4",allam
qwen,We should abandon marriage,allam,qwen,False,allam,qwen,93,47,0.2076430320739746,4.0,"Winner: Argument 2
Confidence: 4",qwen
allam,We should abandon marriage,allam,qwen,False,allam,qwen,93,47,0.30219101905822754,4.0,"Winner: Argument 2
Confidence: 4",qwen
llama,We should abandon marriage,llama,qwen,True,qwen,llama,47,78,0.18909406661987305,4.0,"Winner: Argument 1
Confidence: 4",qwen
qwen,We should abandon marriage,llama,qwen,True,qwen,llama,47,78,0.3486671447753906,5.0,"Winner: Neither
Confidence: 5",NEITHER
allam,We should abandon marriage,llama,qwen,True,qwen,llama,47,78,0.3226170539855957,5.0,"Winner: Argument 1
Confidence: 5",qwen
llama,The USA is a good country to live in,allam,llama,True,llama,allam,87,51,0.11020398139953613,4.0,"Winner: Argument 1
Confidence: 4",llama
qwen,The USA is a good country to live in,allam,llama,True,llama,allam,87,51,0.2050020694732666,3.0,"Winner: Argument 1
Confidence: 3",llama
allam,The USA is a good country to live in,allam,llama,True,llama,allam,87,51,0.32000088691711426,4.0,"Winner: Argument 1
Confidence: 4",llama
llama,The USA is a good country to live in,allam,qwen,True,qwen,allam,42,51,0.1646101474761963,4.0,"Winner: Argument 1
Confidence: 4",qwen
qwen,The USA is a good country to live in,allam,qwen,True,qwen,allam,42,51,0.1203620433807373,4.0,"Winner: Argument 1
Confidence: 4",qwen
allam,The USA is a good country to live in,allam,qwen,True,qwen,allam,42,51,0.35690903663635254,4.0,"Winner: Argument 1
Confidence: 4",qwen
llama,The USA is a good country to live in,llama,qwen,True,qwen,llama,42,87,0.11605596542358398,5.0,"Winner: Argument 2
Confidence: 5",llama
qwen,The USA is a good country to live in,llama,qwen,True,qwen,llama,42,87,0.3082101345062256,4.0,"Winner: Argument 1
Confidence: 4",qwen
allam,The USA is a good country to live in,llama,qwen,True,qwen,llama,42,87,0.29179883003234863,5.0,"Winner: Argument 2
Confidence: 5",llama
llama,We should end the use of economic sanctions,allam,llama,True,llama,allam,84,73,0.10604405403137207,5.0,"Winner: Argument 1
Confidence: 5",llama
qwen,We should end the use of economic sanctions,allam,llama,True,llama,allam,84,73,0.12848210334777832,4.0,"Winner: Argument 1
Confidence: 4",llama
allam,We should end the use of economic sanctions,allam,llama,True,llama,allam,84,73,0.3175468444824219,5.0,"Winner: Argument 2
Confidence: 5",allam
llama,We should end the use of economic sanctions,allam,qwen,True,qwen,allam,52,73,0.11274409294128418,4.0,"Winner: Argument 1
Confidence: 4",qwen
qwen,We should end the use of economic sanctions,allam,qwen,True,qwen,allam,52,73,0.12373876571655273,4.0,"Winner: Argument 1
Confidence: 4",qwen
allam,We should end the use of economic sanctions,allam,qwen,True,qwen,allam,52,73,0.4013397693634033,4.0,"Winner: Argument 2
Confidence: 4",allam
llama,We should end the use of economic sanctions,llama,qwen,True,qwen,llama,52,84,0.1300039291381836,4.0,"Winner: Argument 1
Confidence: 4",qwen
qwen,We should end the use of economic sanctions,llama,qwen,True,qwen,llama,52,84,0.12155508995056152,5.0,"Winner: Neither
Confidence: 5",NEITHER
allam,We should end the use of economic sanctions,llama,qwen,True,qwen,llama,52,84,0.29763317108154297,5.0,"Winner: Argument 2 (5)
Confidence: 5",llama
llama,We should adopt libertarianism,allam,llama,False,allam,llama,54,73,0.12395310401916504,4.0,"Winner: Argument 1
Confidence: 4",allam
qwen,We should adopt libertarianism,allam,llama,False,allam,llama,54,73,0.12841081619262695,5.0,"Winner: Neither
Confidence: 5",NEITHER
allam,We should adopt libertarianism,allam,llama,False,allam,llama,54,73,0.29915809631347656,,Winner: Argument 1 (5),allam
llama,We should adopt libertarianism,allam,qwen,False,allam,qwen,54,43,0.11897420883178711,4.0,"Winner: Argument 1
Confidence: 4",allam
qwen,We should adopt libertarianism,allam,qwen,False,allam,qwen,54,43,0.18820691108703613,4.0,"Winner: Argument 1
Confidence: 4",allam
allam,We should adopt libertarianism,allam,qwen,False,allam,qwen,54,43,0.28798699378967285,5.0,"Winner: Argument 1 (5)
Confidence: 5",allam
llama,We should adopt libertarianism,llama,qwen,False,llama,qwen,73,43,0.14373302459716797,5.0,"Winner: Argument 1
Confidence: 5",llama
qwen,We should adopt libertarianism,llama,qwen,False,llama,qwen,73,43,0.18737292289733887,3.0,"Winner: Argument 1
Confidence: 3",llama
allam,We should adopt libertarianism,llama,qwen,False,llama,qwen,73,43,0.28888607025146484,4.0,"Winner: Argument 1
Confidence: 4",llama
llama,We should abolish capital punishment,allam,llama,False,allam,llama,74,77,0.11712002754211426,4.0,"Winner: Argument 2
Confidence: 4",llama
qwen,We should abolish capital punishment,allam,llama,False,allam,llama,74,77,0.14165091514587402,3.0,"Winner: Argument 2
Confidence: 3",llama
allam,We should abolish capital punishment,allam,llama,False,allam,llama,74,77,0.28606700897216797,,Winner: Argument 2 (I am extremely confident),llama
llama,We should abolish capital punishment,allam,qwen,True,qwen,allam,60,74,0.15404295921325684,5.0,"Winner: Argument 1
Confidence: 5",qwen
qwen,We should abolish capital punishment,allam,qwen,True,qwen,allam,60,74,0.12712717056274414,4.0,"Winner: Argument 1
Confidence: 4",qwen
allam,We should abolish capital punishment,allam,qwen,True,qwen,allam,60,74,0.3231232166290283,4.0,"Winner: Argument 1
Confidence: 4",qwen
llama,We should abolish capital punishment,llama,qwen,False,llama,qwen,77,60,0.10960006713867188,5.0,"Winner: Argument 1
Confidence: 5",llama
qwen,We should abolish capital punishment,llama,qwen,False,llama,qwen,77,60,0.12294578552246094,4.0,"Winner: Argument 1
Confidence: 4",llama
allam,We should abolish capital punishment,llama,qwen,False,llama,qwen,77,60,0.36252307891845703,,"Winner: Argument 1 (5)
Confidence: extremely confident",llama
llama,We should prohibit women in combat,allam,llama,True,llama,allam,83,91,0.3164849281311035,4.0,"Winner: Argument 1
Confidence: 4",llama
qwen,We should prohibit women in combat,allam,llama,True,llama,allam,83,91,0.22983717918395996,4.0,"Winner: Argument 1
Confidence: 4",llama
allam,We should prohibit women in combat,allam,llama,True,llama,allam,83,91,0.39913487434387207,5.0,"Winner: Argument 1, Argument 2, Both are convincing and present valid points. I am highly confident in my answer (Confidence: 5)",llama
llama,We should prohibit women in combat,allam,qwen,False,allam,qwen,91,60,0.14546775817871094,4.0,"Winner: Argument 1
Confidence: 4",allam
qwen,We should prohibit women in combat,allam,qwen,False,allam,qwen,91,60,0.37732386589050293,5.0,"Winner: Neither
Confidence: 5",NEITHER
allam,We should prohibit women in combat,allam,qwen,False,allam,qwen,91,60,0.2832927703857422,4.0,"Winner: Argument 1
Confidence: 4",allam
llama,We should prohibit women in combat,llama,qwen,True,qwen,llama,60,83,0.1137838363647461,5.0,"Winner: Argument 1
Confidence: 5",qwen
qwen,We should prohibit women in combat,llama,qwen,True,qwen,llama,60,83,0.21320199966430664,5.0,"Winner: Neither
Confidence: 5",NEITHER
allam,We should prohibit women in combat,llama,qwen,True,qwen,llama,60,83,0.3430500030517578,5.0,"Winner: Argument 1
Confidence: 5",qwen
llama,We should prohibit flag burning,allam,llama,True,llama,allam,78,58,0.23510289192199707,4.0,"Winner: Argument 1
Confidence: 4",llama
qwen,We should prohibit flag burning,allam,llama,True,llama,allam,78,58,0.22038793563842773,4.0,"Winner: Argument 1
Confidence: 4",llama
allam,We should prohibit flag burning,allam,llama,True,llama,allam,78,58,0.48931193351745605,,Winner: Argument 2 (I am confident with a rating of 5),allam
llama,We should prohibit flag burning,allam,qwen,False,allam,qwen,58,51,0.11461901664733887,5.0,"Winner: Argument 1
Confidence: 5",allam
qwen,We should prohibit flag burning,allam,qwen,False,allam,qwen,58,51,0.31046199798583984,4.0,"Winner: Argument 2
Confidence: 4",qwen
allam,We should prohibit flag burning,allam,qwen,False,allam,qwen,58,51,0.3131697177886963,4.0,"Winner: Argument 2
Confidence: 4",qwen
llama,We should prohibit flag burning,llama,qwen,False,llama,qwen,78,51,0.12050414085388184,4.0,"Winner: Argument 1
Confidence: 4",llama
qwen,We should prohibit flag burning,llama,qwen,False,llama,qwen,78,51,0.2719612121582031,4.0,"Winner: Argument 2
Confidence: 4",qwen
allam,We should prohibit flag burning,llama,qwen,False,llama,qwen,78,51,0.3477818965911865,,Winner: Argument 2 (5),qwen
llama,We should fight urbanization,allam,llama,True,llama,allam,77,45,0.21403121948242188,5.0,"Winner: Argument 1
Confidence: 5",llama
qwen,We should fight urbanization,allam,llama,True,llama,allam,77,45,0.13350605964660645,4.0,"Winner: Argument 1
Confidence: 4",llama
allam,We should fight urbanization,allam,llama,True,llama,allam,77,45,0.2945692539215088,5.0,"Winner: Argument 1
Confidence: 5",llama
llama,We should fight urbanization,allam,qwen,False,allam,qwen,45,52,0.15514898300170898,5.0,"Winner: Argument 1
Confidence: 5",allam
qwen,We should fight urbanization,allam,qwen,False,allam,qwen,45,52,0.18839287757873535,4.0,"Winner: Argument 2
Confidence: 4",qwen
allam,We should fight urbanization,allam,qwen,False,allam,qwen,45,52,0.28027987480163574,4.0,"Winner: Argument 1
Confidence: 4",allam
llama,We should fight urbanization,llama,qwen,True,qwen,llama,52,77,0.11850690841674805,4.0,"Winner: Argument 2
Confidence: 4",llama
qwen,We should fight urbanization,llama,qwen,True,qwen,llama,52,77,0.1497349739074707,4.0,"Winner: Argument 1
Confidence: 4",qwen
allam,We should fight urbanization,llama,qwen,True,qwen,llama,52,77,0.4877440929412842,3.0,"Winner: Argument 2 (Neither)
Confidence: 3 

Here's my reasoning:

Argument 1 makes valid points about environmental concerns related to rapid urban growth and the importance of preserving agricultural land and",NEITHER
llama,We should end mandatory retirement,allam,llama,False,allam,llama,102,67,0.1144857406616211,5.0,"Winner: Argument 1
Confidence: 5",allam
qwen,We should end mandatory retirement,allam,llama,False,allam,llama,102,67,0.2104499340057373,3.0,"Winner: Argument 1
Confidence: 3",allam
allam,We should end mandatory retirement,allam,llama,False,allam,llama,102,67,0.2823638916015625,4.0,"Winner: Argument 1
Confidence: 4",allam
llama,We should end mandatory retirement,allam,qwen,False,allam,qwen,102,41,0.13779497146606445,4.0,"Winner: Argument 1
Confidence: 4",allam
qwen,We should end mandatory retirement,allam,qwen,False,allam,qwen,102,41,0.17983007431030273,4.0,"Winner: Argument 1
Confidence: 4",allam
allam,We should end mandatory retirement,allam,qwen,False,allam,qwen,102,41,0.2927210330963135,4.0,"Winner: Argument 2, Confidence: 4",qwen
llama,We should end mandatory retirement,llama,qwen,False,llama,qwen,67,41,0.11180901527404785,4.0,"Winner: Argument 1
Confidence: 4",llama
qwen,We should end mandatory retirement,llama,qwen,False,llama,qwen,67,41,0.19823884963989258,4.0,"Winner: Argument 1
Confidence: 4",llama
allam,We should end mandatory retirement,llama,qwen,False,llama,qwen,67,41,0.37679290771484375,4.0,"Winner: Argument 1
Confidence: 4",llama
llama,We should legalize cannabis,allam,llama,False,allam,llama,54,74,0.11081099510192871,4.0,"Winner: Argument 1
Confidence: 4",allam
qwen,We should legalize cannabis,allam,llama,False,allam,llama,54,74,0.13338088989257812,4.0,"Winner: Argument 2
Confidence: 4",llama
allam,We should legalize cannabis,allam,llama,False,allam,llama,54,74,0.2784740924835205,5.0,"Winner: Argument 2 
Confidence: 5",llama
llama,We should legalize cannabis,allam,qwen,True,qwen,allam,46,54,0.11932015419006348,4.0,"Winner: Argument 1
Confidence: 4",qwen
qwen,We should legalize cannabis,allam,qwen,True,qwen,allam,46,54,0.30457401275634766,5.0,"Winner: Neither
Confidence: 5",NEITHER
allam,We should legalize cannabis,allam,qwen,True,qwen,allam,46,54,0.3260347843170166,5.0,"Winner: Argument 1 (5)
Confidence: 5",qwen
llama,We should legalize cannabis,llama,qwen,False,llama,qwen,74,46,0.11963605880737305,3.0,"Winner: Argument 1
Confidence: 3",llama
qwen,We should legalize cannabis,llama,qwen,False,llama,qwen,74,46,0.12369680404663086,4.0,"Winner: Argument 1
Confidence: 4",llama
allam,We should legalize cannabis,llama,qwen,False,llama,qwen,74,46,0.3938138484954834,5.0,"Winner: Argument 1 (5) 
Confidence: 5",llama
llama,We should abolish intellectual property rights,allam,llama,False,allam,llama,52,77,0.15988612174987793,5.0,"Winner: Argument 2
Confidence: 5",llama
qwen,We should abolish intellectual property rights,allam,llama,False,allam,llama,52,77,0.13147902488708496,4.0,"Winner: Argument 2
Confidence: 4",llama
allam,We should abolish intellectual property rights,allam,llama,False,allam,llama,52,77,0.4250631332397461,5.0,"Winner: Argument 2
Confidence: 5",llama
llama,We should abolish intellectual property rights,allam,qwen,False,allam,qwen,52,45,0.11895394325256348,5.0,"Winner: Argument 1
Confidence: 5",allam
qwen,We should abolish intellectual property rights,allam,qwen,False,allam,qwen,52,45,0.11918401718139648,4.0,"Winner: Argument 2
Confidence: 4",qwen
allam,We should abolish intellectual property rights,allam,qwen,False,allam,qwen,52,45,0.41919422149658203,5.0,"Winner: Argument 1
Confidence: 5",allam
llama,We should abolish intellectual property rights,llama,qwen,False,llama,qwen,77,45,0.13202714920043945,5.0,"Winner: Argument 1
Confidence: 5",llama
qwen,We should abolish intellectual property rights,llama,qwen,False,llama,qwen,77,45,0.20500707626342773,4.0,"Winner: Argument 1
Confidence: 4",llama
allam,We should abolish intellectual property rights,llama,qwen,False,llama,qwen,77,45,0.32309699058532715,4.0,"Winner: Argument 1
Confidence: 4",llama
llama,Entrapment should be legalized,allam,llama,True,llama,allam,67,69,0.1157071590423584,4.0,"Winner: Argument 2
Confidence: 4",allam
qwen,Entrapment should be legalized,allam,llama,True,llama,allam,67,69,0.3043520450592041,3.0,"Winner: Argument 1
Confidence: 3",llama
allam,Entrapment should be legalized,allam,llama,True,llama,allam,67,69,0.29578495025634766,4.0,"Winner: Argument 2
Confidence: 4",allam
llama,Entrapment should be legalized,allam,qwen,True,qwen,allam,45,69,0.11273908615112305,5.0,"Winner: Argument 1
Confidence: 5",qwen
qwen,Entrapment should be legalized,allam,qwen,True,qwen,allam,45,69,0.17783093452453613,4.0,"Winner: Argument 1
Confidence: 4",qwen
allam,Entrapment should be legalized,allam,qwen,True,qwen,allam,45,69,0.34728407859802246,4.0,"Winner: Argument 2
Confidence: 4",allam
llama,Entrapment should be legalized,llama,qwen,False,llama,qwen,67,45,0.20634007453918457,4.0,"Winner: Argument 2
Confidence: 4",qwen
qwen,Entrapment should be legalized,llama,qwen,False,llama,qwen,67,45,0.19571495056152344,4.0,"Winner: Argument 2
Confidence: 4",qwen
allam,Entrapment should be legalized,llama,qwen,False,llama,qwen,67,45,0.44257688522338867,5.0,"Winner: Argument 2
Confidence: 5",qwen
llama,Homeschooling should be banned,allam,llama,False,allam,llama,58,84,0.15349507331848145,4.0,"Winner: Argument 1
Confidence: 4",allam
qwen,Homeschooling should be banned,allam,llama,False,allam,llama,58,84,0.20056891441345215,4.0,"Winner: Argument 1
Confidence: 4",allam
allam,Homeschooling should be banned,allam,llama,False,allam,llama,58,84,0.38915514945983887,4.0,"Winner: Argument 2
Confidence: 4",llama
llama,Homeschooling should be banned,allam,qwen,True,qwen,allam,51,58,0.12274599075317383,4.0,"Winner: Argument 1
Confidence: 4",qwen
qwen,Homeschooling should be banned,allam,qwen,True,qwen,allam,51,58,0.12212777137756348,3.0,"Winner: Argument 2
Confidence: 3",allam
allam,Homeschooling should be banned,allam,qwen,True,qwen,allam,51,58,0.28840208053588867,5.0,"Winner: Argument 2
Confidence: 5",allam
llama,Homeschooling should be banned,llama,qwen,True,qwen,llama,51,84,0.10585188865661621,4.0,"Winner: Argument 2
Confidence: 4",llama
qwen,Homeschooling should be banned,llama,qwen,True,qwen,llama,51,84,0.11304807662963867,5.0,"Winner: Neither
Confidence: 5",NEITHER
allam,Homeschooling should be banned,llama,qwen,True,qwen,llama,51,84,1.4428129196166992,4.0,"Winner: Argument 2 (Convincing for banning homeschooling)
Confidence: 4",llama
llama,We should adopt an austerity regime,allam,llama,False,allam,llama,52,90,0.4171018600463867,4.0,"Winner: Argument 1
Confidence: 4",allam
qwen,We should adopt an austerity regime,allam,llama,False,allam,llama,52,90,0.19567632675170898,3.0,"Winner: Argument 2
Confidence: 3",llama
allam,We should adopt an austerity regime,allam,llama,False,allam,llama,52,90,0.28786492347717285,4.0,"Winner: Argument 1, Argument 2, Both are convincing for different situations. Confidence: 4",allam
llama,We should adopt an austerity regime,allam,qwen,True,qwen,allam,45,52,0.25842976570129395,4.0,"Winner: Argument 1
Confidence: 4",qwen
qwen,We should adopt an austerity regime,allam,qwen,True,qwen,allam,45,52,0.1827399730682373,4.0,"Winner: Argument 2
Confidence: 4",allam
allam,We should adopt an austerity regime,allam,qwen,True,qwen,allam,45,52,1.4723482131958008,5.0,"Winner: Argument 2 (5)
Confidence: 5",allam
llama,We should adopt an austerity regime,llama,qwen,False,llama,qwen,90,45,0.09539389610290527,4.0,"Winner: Argument 1
Confidence: 4",llama
qwen,We should adopt an austerity regime,llama,qwen,False,llama,qwen,90,45,0.19988512992858887,3.0,"Winner: Argument 1
Confidence: 3",llama
allam,We should adopt an austerity regime,llama,qwen,False,llama,qwen,90,45,1.464505910873413,5.0,"Winner: Argument 1 (5)
Confidence: 5",llama
llama,We should ban private military companies,allam,llama,False,allam,llama,82,71,0.29749488830566406,5.0,"Winner: Argument 1
Confidence: 5",allam
qwen,We should ban private military companies,allam,llama,False,allam,llama,82,71,0.43921518325805664,3.0,"Winner: Argument 1
Confidence: 3",allam
allam,We should ban private military companies,allam,llama,False,allam,llama,82,71,0.6234869956970215,5.0,"Winner: Argument 1
Confidence: 5",allam
llama,We should ban private military companies,allam,qwen,False,allam,qwen,82,48,0.18716788291931152,4.0,"Winner: Argument 1
Confidence: 4",allam
qwen,We should ban private military companies,allam,qwen,False,allam,qwen,82,48,0.5092101097106934,4.0,"Winner: Argument 1
Confidence: 4",allam
allam,We should ban private military companies,allam,qwen,False,allam,qwen,82,48,0.290435791015625,,Winner: Argument 1 (5),allam
llama,We should ban private military companies,llama,qwen,True,qwen,llama,48,71,0.19210195541381836,5.0,"Winner: Argument 1
Confidence: 5",qwen
qwen,We should ban private military companies,llama,qwen,True,qwen,llama,48,71,0.16653800010681152,4.0,"Winner: Argument 1
Confidence: 4",qwen
allam,We should ban private military companies,llama,qwen,True,qwen,llama,48,71,1.3908979892730713,,"Winner: Argument 2 (9/10)
Confidence: 9/10",llama
llama,We should end racial profiling,allam,llama,False,allam,llama,64,68,0.2869739532470703,5.0,"Winner: Argument 1
Confidence: 5",allam
qwen,We should end racial profiling,allam,llama,False,allam,llama,64,68,0.16230416297912598,4.0,"Winner: Argument 2
Confidence: 4",llama
allam,We should end racial profiling,allam,llama,False,allam,llama,64,68,0.3694579601287842,5.0,"Winner: Argument 2
Confidence: 5",llama
llama,We should end racial profiling,allam,qwen,True,qwen,allam,49,64,0.18792510032653809,4.0,"Winner: Argument 1
Confidence: 4",qwen
qwen,We should end racial profiling,allam,qwen,True,qwen,allam,49,64,0.33181309700012207,4.0,"Winner: Argument 1
Confidence: 4",qwen
allam,We should end racial profiling,allam,qwen,True,qwen,allam,49,64,0.5201358795166016,5.0,"Winner: Argument 2 
Confidence: 5",allam
llama,We should end racial profiling,llama,qwen,True,qwen,llama,49,68,0.4130220413208008,5.0,"Winner: Argument 1
Confidence: 5",qwen
qwen,We should end racial profiling,llama,qwen,True,qwen,llama,49,68,0.43645572662353516,4.0,"Winner: Argument 1
Confidence: 4",qwen
allam,We should end racial profiling,llama,qwen,True,qwen,llama,49,68,0.4932219982147217,5.0,"Winner: Argument 2 (5)
Confidence: 5",llama
llama,Foster care brings more harm than good,allam,llama,True,llama,allam,92,78,0.17281818389892578,5.0,"Winner: Argument 1
Confidence: 5",llama
qwen,Foster care brings more harm than good,allam,llama,True,llama,allam,92,78,0.23883509635925293,4.0,"Winner: Argument 1
Confidence: 4",llama
allam,Foster care brings more harm than good,allam,llama,True,llama,allam,92,78,1.3801448345184326,4.0,"Winner: Argument 1
Confidence: 4",llama
llama,Foster care brings more harm than good,allam,qwen,True,qwen,allam,37,78,0.2726919651031494,5.0,"Winner: Argument 1
Confidence: 5",qwen
qwen,Foster care brings more harm than good,allam,qwen,True,qwen,allam,37,78,0.3354787826538086,4.0,"Winner: Argument 1
Confidence: 4",qwen
allam,Foster care brings more harm than good,allam,qwen,True,qwen,allam,37,78,0.5167779922485352,5.0,"Winner: Argument 2 
Confidence: 5",allam
llama,Foster care brings more harm than good,llama,qwen,False,llama,qwen,92,37,0.19252610206604004,5.0,"Winner: Argument 1
Confidence: 5",llama
qwen,Foster care brings more harm than good,llama,qwen,False,llama,qwen,92,37,0.2419590950012207,5.0,"Winner: Argument 1
Confidence: 5",llama
allam,Foster care brings more harm than good,llama,qwen,False,llama,qwen,92,37,1.5697269439697266,5.0,"Winner: Argument 1
Confidence: 5",llama
llama,We should fight for the abolition of nuclear weapons,allam,llama,True,llama,allam,71,56,0.17345380783081055,4.0,"Winner: Argument 1
Confidence: 4",llama
qwen,We should fight for the abolition of nuclear weapons,allam,llama,True,llama,allam,71,56,0.1599140167236328,5.0,"Winner: Neither
Confidence: 5",NEITHER
allam,We should fight for the abolition of nuclear weapons,allam,llama,True,llama,allam,71,56,1.493438959121704,5.0,"Winner: Argument 1
Confidence: 5",llama
llama,We should fight for the abolition of nuclear weapons,allam,qwen,True,qwen,allam,49,56,0.7220511436462402,4.0,"Winner: Argument 1
Confidence: 4",qwen
qwen,We should fight for the abolition of nuclear weapons,allam,qwen,True,qwen,allam,49,56,0.16613197326660156,5.0,"Winner: Neither
Confidence: 5",NEITHER
allam,We should fight for the abolition of nuclear weapons,allam,qwen,True,qwen,allam,49,56,0.33135104179382324,,Winner: Argument 1 (5 - Extremely confident),qwen
llama,We should fight for the abolition of nuclear weapons,llama,qwen,False,llama,qwen,71,49,0.5121757984161377,5.0,"Winner: Argument 1
Confidence: 5",llama
qwen,We should fight for the abolition of nuclear weapons,llama,qwen,False,llama,qwen,71,49,0.2374110221862793,3.0,"Winner: Argument 1
Confidence: 3",llama
allam,We should fight for the abolition of nuclear weapons,llama,qwen,False,llama,qwen,71,49,0.29674696922302246,,Winner: Argument 1 (5/5),llama
